meter,timestamp,meter_reading,meter_reading_2,meter_reading_scaled
1,2016-01-01 00:00:00,115.15728989010988,1.1515728989010987,1.1515728989010987
1,2016-01-01 01:00:00,131.2387806167401,1.3123878061674008,1.3123878061674008
1,2016-01-01 02:00:00,128.89449142857143,1.2889449142857143,1.2889449142857143
1,2016-01-01 03:00:00,122.96834383259912,1.2296834383259911,1.2296834383259911
1,2016-01-01 04:00:00,118.59771872246696,1.1859771872246696,1.1859771872246696
1,2016-01-01 05:00:00,120.65381604395606,1.2065381604395606,1.2065381604395606
1,2016-01-01 06:00:00,126.4752667400881,1.264752667400881,1.264752667400881
1,2016-01-01 07:00:00,122.74323656387665,1.2274323656387665,1.2274323656387665
1,2016-01-01 08:00:00,124.4025359030837,1.244025359030837,1.244025359030837
1,2016-01-01 09:00:00,126.50216409691629,1.2650216409691628,1.2650216409691628
1,2016-01-01 10:00:00,130.36947665198238,1.3036947665198237,1.3036947665198237
1,2016-01-01 11:00:00,135.17306233480176,1.3517306233480175,1.3517306233480175
1,2016-01-01 12:00:00,131.7690436123348,1.317690436123348,1.317690436123348
1,2016-01-01 13:00:00,133.3738691629956,1.3337386916299558,1.3337386916299558
1,2016-01-01 14:00:00,135.50242021978022,1.3550242021978023,1.3550242021978023
1,2016-01-01 15:00:00,140.5236947136564,1.405236947136564,1.405236947136564
1,2016-01-01 16:00:00,144.99964395604397,1.4499964395604397,1.4499964395604397
1,2016-01-01 17:00:00,138.3545654945055,1.3835456549450549,1.3835456549450549
1,2016-01-01 18:00:00,134.9347808370044,1.349347808370044,1.349347808370044
1,2016-01-01 19:00:00,134.0565962555066,1.340565962555066,1.340565962555066
1,2016-01-01 20:00:00,130.60936585903085,1.3060936585903085,1.3060936585903085
1,2016-01-01 21:00:00,130.39801079295154,1.3039801079295155,1.3039801079295155
1,2016-01-01 22:00:00,127.46114823788545,1.2746114823788546,1.2746114823788546
1,2016-01-01 23:00:00,123.61876850220264,1.2361876850220264,1.2361876850220264
1,2016-01-02 00:00:00,122.47781960352422,1.2247781960352422,1.2247781960352422
1,2016-01-02 01:00:00,119.73859845814978,1.1973859845814978,1.1973859845814978
1,2016-01-02 02:00:00,121.00548546255507,1.2100548546255507,1.2100548546255507
1,2016-01-02 03:00:00,118.45206233480175,1.1845206233480174,1.1845206233480174
1,2016-01-02 04:00:00,125.59028669623059,1.255902866962306,1.255902866962306
1,2016-01-02 05:00:00,116.54829757709251,1.165482975770925,1.165482975770925
1,2016-01-02 06:00:00,112.52855859030838,1.1252855859030837,1.1252855859030837
1,2016-01-02 07:00:00,123.70407004405286,1.2370407004405286,1.2370407004405286
1,2016-01-02 08:00:00,126.07179670329671,1.2607179670329671,1.2607179670329671
1,2016-01-02 09:00:00,128.95452505494504,1.2895452505494505,1.2895452505494505
1,2016-01-02 10:00:00,131.27461648351647,1.3127461648351646,1.3127461648351646
1,2016-01-02 11:00:00,133.79611296703297,1.3379611296703298,1.3379611296703298
1,2016-01-02 12:00:00,137.49223230769232,1.3749223230769232,1.3749223230769232
1,2016-01-02 13:00:00,136.90938373626375,1.3690938373626376,1.3690938373626376
1,2016-01-02 14:00:00,140.55612967032968,1.4055612967032969,1.4055612967032969
1,2016-01-02 15:00:00,149.89310681318682,1.4989310681318682,1.4989310681318682
1,2016-01-02 16:00:00,148.18190813186814,1.4818190813186813,1.4818190813186813
1,2016-01-02 17:00:00,146.32594703296704,1.4632594703296704,1.4632594703296704
1,2016-01-02 18:00:00,148.05530833333333,1.4805530833333334,1.4805530833333334
1,2016-01-02 19:00:00,141.77295925110133,1.4177295925110132,1.4177295925110132
1,2016-01-02 20:00:00,143.01951670329672,1.4301951670329671,1.4301951670329671
1,2016-01-02 21:00:00,137.16400725274724,1.3716400725274724,1.3716400725274724
1,2016-01-02 22:00:00,132.32943171806167,1.3232943171806166,1.3232943171806166
1,2016-01-02 23:00:00,125.9130066079295,1.259130066079295,1.259130066079295
1,2016-01-03 00:00:00,126.5325244493392,1.265325244493392,1.265325244493392
1,2016-01-03 01:00:00,124.633290969163,1.24633290969163,1.24633290969163
1,2016-01-03 02:00:00,113.7491563876652,1.1374915638766518,1.1374915638766518
1,2016-01-03 03:00:00,114.49704185022026,1.1449704185022025,1.1449704185022025
1,2016-01-03 04:00:00,118.08215418502203,1.1808215418502204,1.1808215418502204
1,2016-01-03 05:00:00,117.06286762114537,1.1706286762114537,1.1706286762114537
1,2016-01-03 06:00:00,115.80221696035242,1.1580221696035242,1.1580221696035242
1,2016-01-03 07:00:00,122.64765594713656,1.2264765594713656,1.2264765594713656
1,2016-01-03 08:00:00,128.3824279120879,1.2838242791208792,1.2838242791208792
1,2016-01-03 09:00:00,128.8562243956044,1.2885622439560438,1.2885622439560438
1,2016-01-03 10:00:00,135.77126836283188,1.3577126836283187,1.3577126836283187
1,2016-01-03 11:00:00,135.44183164835164,1.3544183164835164,1.3544183164835164
1,2016-01-03 12:00:00,142.22349912087913,1.4222349912087913,1.4222349912087913
1,2016-01-03 13:00:00,142.09537362637363,1.4209537362637363,1.4209537362637363
1,2016-01-03 14:00:00,151.52567076923077,1.5152567076923078,1.5152567076923078
1,2016-01-03 15:00:00,148.67727604395606,1.4867727604395606,1.4867727604395606
1,2016-01-03 16:00:00,159.31399647577092,1.5931399647577091,1.5931399647577091
1,2016-01-03 17:00:00,161.96021403508772,1.6196021403508771,1.6196021403508771
1,2016-01-03 18:00:00,162.28072039473685,1.6228072039473684,1.6228072039473684
1,2016-01-03 19:00:00,159.16875776805253,1.5916875776805253,1.5916875776805253
1,2016-01-03 20:00:00,165.98340505494505,1.6598340505494504,1.6598340505494504
1,2016-01-03 21:00:00,156.66551123348017,1.5666551123348018,1.5666551123348018
1,2016-01-03 22:00:00,151.55557599118941,1.515555759911894,1.515555759911894
1,2016-01-03 23:00:00,140.07506128318585,1.4007506128318585,1.4007506128318585
1,2016-01-04 00:00:00,133.434918061674,1.33434918061674,1.33434918061674
1,2016-01-04 01:00:00,149.4992013215859,1.494992013215859,1.494992013215859
1,2016-01-04 02:00:00,123.34671274725275,1.2334671274725275,1.2334671274725275
1,2016-01-04 03:00:00,123.19604241758242,1.2319604241758242,1.2319604241758242
1,2016-01-04 04:00:00,122.83283650442478,1.2283283650442478,1.2283283650442478
1,2016-01-04 05:00:00,135.64033915929204,1.3564033915929203,1.3564033915929203
1,2016-01-04 06:00:00,138.00447041942604,1.3800447041942605,1.3800447041942605
1,2016-01-04 07:00:00,141.15731456953642,1.4115731456953642,1.4115731456953642
1,2016-01-04 08:00:00,141.29328785871965,1.4129328785871964,1.4129328785871964
1,2016-01-04 09:00:00,136.52898101545253,1.3652898101545252,1.3652898101545252
1,2016-01-04 10:00:00,141.0393889624724,1.4103938896247241,1.4103938896247241
1,2016-01-04 11:00:00,137.23356070640176,1.3723356070640176,1.3723356070640176
1,2016-01-04 12:00:00,145.62514922737304,1.4562514922737304,1.4562514922737304
1,2016-01-04 13:00:00,158.30930441501104,1.5830930441501103,1.5830930441501103
1,2016-01-04 14:00:00,159.10518874172186,1.5910518874172186,1.5910518874172186
1,2016-01-04 15:00:00,158.80296777041943,1.5880296777041942,1.5880296777041942
1,2016-01-04 16:00:00,144.4769822368421,1.444769822368421,1.444769822368421
1,2016-01-04 17:00:00,148.91447346491228,1.4891447346491227,1.4891447346491227
1,2016-01-04 18:00:00,142.3261984649123,1.423261984649123,1.423261984649123
1,2016-01-04 19:00:00,136.80217280701754,1.3680217280701754,1.3680217280701754
1,2016-01-04 20:00:00,130.73285745614035,1.3073285745614036,1.3073285745614036
1,2016-01-04 21:00:00,131.56503626373626,1.3156503626373626,1.3156503626373626
1,2016-01-04 22:00:00,131.81532511013216,1.3181532511013216,1.3181532511013216
1,2016-01-04 23:00:00,128.46077599118942,1.2846077599118941,1.2846077599118941
1,2016-01-05 00:00:00,123.82849515418502,1.2382849515418501,1.2382849515418501
1,2016-01-05 01:00:00,117.69003061674009,1.1769003061674008,1.1769003061674008
1,2016-01-05 02:00:00,117.42458615384615,1.1742458615384614,1.1742458615384614
1,2016-01-05 03:00:00,116.95137956043955,1.1695137956043955,1.1695137956043955
1,2016-01-05 04:00:00,114.21977648351648,1.1421977648351649,1.1421977648351649
1,2016-01-05 05:00:00,112.66250942982455,1.1266250942982454,1.1266250942982454
1,2016-01-05 06:00:00,122.06165548245615,1.2206165548245616,1.2206165548245616
1,2016-01-05 07:00:00,127.27041403508771,1.2727041403508772,1.2727041403508772
1,2016-01-05 08:00:00,124.95905241228071,1.2495905241228071,1.2495905241228071
1,2016-01-05 09:00:00,129.25928135964912,1.2925928135964913,1.2925928135964913
1,2016-01-05 10:00:00,129.21744846491228,1.2921744846491228,1.2921744846491228
1,2016-01-05 11:00:00,129.01029978118163,1.2901029978118164,1.2901029978118164
1,2016-01-05 12:00:00,135.72219736842106,1.3572219736842106,1.3572219736842106
1,2016-01-05 13:00:00,142.13836004415012,1.4213836004415012,1.4213836004415012
1,2016-01-05 14:00:00,145.45706777041943,1.4545706777041942,1.4545706777041942
1,2016-01-05 15:00:00,154.22027412280704,1.5422027412280703,1.5422027412280703
1,2016-01-05 16:00:00,153.9687640350877,1.539687640350877,1.539687640350877
1,2016-01-05 17:00:00,154.34966754385962,1.5434966754385961,1.5434966754385961
1,2016-01-05 18:00:00,153.3418706140351,1.5334187061403508,1.5334187061403508
1,2016-01-05 19:00:00,154.72989714912282,1.5472989714912282,1.5472989714912282
1,2016-01-05 20:00:00,158.61634100877194,1.5861634100877193,1.5861634100877193
1,2016-01-05 21:00:00,144.56597758241756,1.4456597758241756,1.4456597758241756
1,2016-01-05 22:00:00,139.49720813186815,1.3949720813186814,1.3949720813186814
1,2016-01-05 23:00:00,132.9628678414097,1.329628678414097,1.329628678414097
1,2016-01-06 00:00:00,130.9620383259912,1.3096203832599118,1.3096203832599118
1,2016-01-06 01:00:00,126.74847907488987,1.2674847907488986,1.2674847907488986
1,2016-01-06 02:00:00,118.48605186813187,1.1848605186813186,1.1848605186813186
